School,Room,Tag#,Type,Brand,Model Number,Serial Number,PO#,Vendor,Price,Funds,Purchase Date,Disposal Date
Obion County Centeral High School,1 to 1,53422,Laptop,Lenovo,100e 2nd Gen,R910L60R,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53423,Laptop,Lenovo,100e 2nd Gen,R910L74H,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53424,Laptop,Lenovo,100e 2nd Gen,R910L5ZT,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53426,Laptop,Lenovo,100e 2nd Gen,R910L60S,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53427,Laptop,Lenovo,100e 2nd Gen,R910L60B,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53428,Laptop,Lenovo,100e 2nd Gen,R910L71D,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53429,Laptop,Lenovo,100e 2nd Gen,R910L64A,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53430,Laptop,Lenovo,100e 2nd Gen,R910L726,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53431,Laptop,Lenovo,100e 2nd Gen,R910L5XX,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53433,Laptop,Lenovo,100e 2nd Gen,R910L5LB,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53434,Laptop,Lenovo,100e 2nd Gen,R910L5KC,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53436,Laptop,Lenovo,100e 2nd Gen,R910L5GA,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53437,Laptop,Lenovo,100e 2nd Gen,R910L5NR,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53440,Laptop,Lenovo,100e 2nd Gen,R910L51A,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53442,Laptop,Lenovo,100e 2nd Gen,R910L5M0,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53443,Laptop,Lenovo,100e 2nd Gen,R910L66J,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53446,Laptop,Lenovo,100e 2nd Gen,R910L61E,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53449,Laptop,Lenovo,100e 2nd Gen,R910L521,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53452,Laptop,Lenovo,100e 2nd Gen,R910L5CA,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53453,Laptop,Lenovo,100e 2nd Gen,R910L5LK,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53455,Laptop,Lenovo,100e 2nd Gen,R910L5CS,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53456,Laptop,Lenovo,100e 2nd Gen,R910L5KY,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53457,Laptop,Lenovo,100e 2nd Gen,R910L519,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53459,Laptop,Lenovo,100e 2nd Gen,R910L5K0,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53461,Laptop,Lenovo,100e 2nd Gen,R910L65A,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53462,Laptop,Lenovo,100e 2nd Gen,R910L65Y,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53464,Laptop,Lenovo,100e 2nd Gen,R910L63T,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53466,Laptop,Lenovo,100e 2nd Gen,R910L6XN,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53467,Laptop,Lenovo,100e 2nd Gen,R910L5SV,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53468,Laptop,Lenovo,100e 2nd Gen,R910L748,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53469,Laptop,Lenovo,100e 2nd Gen,R910L4XN,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53470,Laptop,Lenovo,100e 2nd Gen,R910L50V,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53471,Laptop,Lenovo,100e 2nd Gen,R910L526,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53472,Laptop,Lenovo,100e 2nd Gen,R910L5G1,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53474,Laptop,Lenovo,100e 2nd Gen,R910L61Q,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53477,Laptop,Lenovo,100e 2nd Gen,R910L5QG,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53483,Laptop,Lenovo,100e 2nd Gen,R910L622,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53484,Laptop,Lenovo,100e 2nd Gen,R910L71V,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53485,Laptop,Lenovo,100e 2nd Gen,R910L650,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53486,Laptop,Lenovo,100e 2nd Gen,R910L5BN,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53487,Laptop,Lenovo,100e 2nd Gen,R910L52V,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53488,Laptop,Lenovo,100e 2nd Gen,R910L569,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53489,Laptop,Lenovo,100e 2nd Gen,R910L543,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53491,Laptop,Lenovo,100e 2nd Gen,R910L51C,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53496,Laptop,Lenovo,100e 2nd Gen,R910L5R8,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53498,Laptop,Lenovo,100e 2nd Gen,R910L5PZ,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53499,Laptop,Lenovo,100e 2nd Gen,R910L549,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53500,Laptop,Lenovo,100e 2nd Gen,R910L58A,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53501,Laptop,Lenovo,100e 2nd Gen,R910L5Q2,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53502,Laptop,Lenovo,100e 2nd Gen,R910L51H,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53503,Laptop,Lenovo,100e 2nd Gen,R910L5ND,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53504,Laptop,Lenovo,100e 2nd Gen,R910L5EH,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53505,Laptop,Lenovo,100e 2nd Gen,R910L5NH,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53506,Laptop,Lenovo,100e 2nd Gen,R910L5MZ,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53507,Laptop,Lenovo,100e 2nd Gen,R910L5KH,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53508,Laptop,Lenovo,100e 2nd Gen,R910L5BX,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53511,Laptop,Lenovo,100e 2nd Gen,R910L4WF,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53513,Laptop,Lenovo,100e 2nd Gen,R910L4X7,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53514,Laptop,Lenovo,100e 2nd Gen,R910L51D,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53515,Laptop,Lenovo,100e 2nd Gen,R910L501,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53516,Laptop,Lenovo,100e 2nd Gen,R910L52E,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53518,Laptop,Lenovo,100e 2nd Gen,R910L57A,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53519,Laptop,Lenovo,100e 2nd Gen,R910L51G,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53520,Laptop,Lenovo,100e 2nd Gen,R910L5QQ,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53521,Laptop,Lenovo,100e 2nd Gen,R910L5CZ,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53525,Laptop,Lenovo,100e 2nd Gen,R910L648,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53526,Laptop,Lenovo,100e 2nd Gen,R910L595,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53527,Laptop,Lenovo,100e 2nd Gen,R910L58B,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53528,Laptop,Lenovo,100e 2nd Gen,R910L5F5,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53529,Laptop,Lenovo,100e 2nd Gen,R910L654,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53531,Laptop,Lenovo,100e 2nd Gen,R910L66E,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53532,Laptop,Lenovo,100e 2nd Gen,R910L664,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53533,Laptop,Lenovo,100e 2nd Gen,R910L65Q,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53534,Laptop,Lenovo,100e 2nd Gen,R910L66K,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53536,Laptop,Lenovo,100e 2nd Gen,R910L65J,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53537,Laptop,Lenovo,100e 2nd Gen,R910L65S,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53538,Laptop,Lenovo,100e 2nd Gen,R910L593,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53540,Laptop,Lenovo,100e 2nd Gen,R910L61D,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53541,Laptop,Lenovo,100e 2nd Gen,R910L659,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53543,Laptop,Lenovo,100e 2nd Gen,R910L59D,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53544,Laptop,Lenovo,100e 2nd Gen,R910L5Q5,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53549,Laptop,Lenovo,100e 2nd Gen,R910L5QE,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53550,Laptop,Lenovo,100e 2nd Gen,R910L5QV,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53551,Laptop,Lenovo,100e 2nd Gen,R910L59L,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53552,Laptop,Lenovo,100e 2nd Gen,R910L5R9,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53554,Laptop,Lenovo,100e 2nd Gen,R910L4Y5,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53556,Laptop,Lenovo,100e 2nd Gen,R910L50K,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53561,Laptop,Lenovo,100e 2nd Gen,R910L59F,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53562,Laptop,Lenovo,100e 2nd Gen,R910L577,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53563,Laptop,Lenovo,100e 2nd Gen,R910L57H,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53565,Laptop,Lenovo,100e 2nd Gen,R910L51R,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53566,Laptop,Lenovo,100e 2nd Gen,R910L516,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53568,Laptop,Lenovo,100e 2nd Gen,R910L5QF,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53569,Laptop,Lenovo,100e 2nd Gen,R910L581,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53570,Laptop,Lenovo,100e 2nd Gen,R910L59P,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53573,Laptop,Lenovo,100e 2nd Gen,R910L528,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53574,Laptop,Lenovo,100e 2nd Gen,R910L52J,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53575,Laptop,Lenovo,100e 2nd Gen,R910L51J,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53576,Laptop,Lenovo,100e 2nd Gen,R910L59G,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53580,Laptop,Lenovo,100e 2nd Gen,R910L50L,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53581,Laptop,Lenovo,100e 2nd Gen,R910L508,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53585,Laptop,Lenovo,100e 2nd Gen,R910L51Q,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53586,Laptop,Lenovo,100e 2nd Gen,R910L51P,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53588,Laptop,Lenovo,100e 2nd Gen,R910L5D7,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53590,Laptop,Lenovo,100e 2nd Gen,R910L5DN,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53593,Laptop,Lenovo,100e 2nd Gen,R910L5CG,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53595,Laptop,Lenovo,100e 2nd Gen,R910L5J5,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53598,Laptop,Lenovo,100e 2nd Gen,R910L5MM,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53600,Laptop,Lenovo,100e 2nd Gen,R910L5ZS,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53603,Laptop,Lenovo,100e 2nd Gen,R910L64N,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53605,Laptop,Lenovo,100e 2nd Gen,R910L5VE,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53606,Laptop,Lenovo,100e 2nd Gen,R910L5D3,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53610,Laptop,Lenovo,100e 2nd Gen,R910L5WX,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53611,Laptop,Lenovo,100e 2nd Gen,R910L5HQ,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53612,Laptop,Lenovo,100e 2nd Gen,R910L5J9,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53614,Laptop,Lenovo,100e 2nd Gen,R910L5YY,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53615,Laptop,Lenovo,100e 2nd Gen,R910L743,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53616,Laptop,Lenovo,100e 2nd Gen,R910L5J6,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53617,Laptop,Lenovo,100e 2nd Gen,R910L5Z0,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53618,Laptop,Lenovo,100e 2nd Gen,R910L5ZC,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53619,Laptop,Lenovo,100e 2nd Gen,R910L5Z4,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53621,Laptop,Lenovo,100e 2nd Gen,R910L5HF,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53625,Laptop,Lenovo,100e 2nd Gen,R910L5LT,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53626,Laptop,Lenovo,100e 2nd Gen,R910L5PD,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53628,Laptop,Lenovo,100e 2nd Gen,R910L5MT,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53630,Laptop,Lenovo,100e 2nd Gen,R910L5AC,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53632,Laptop,Lenovo,100e 2nd Gen,R910L61J,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53633,Laptop,Lenovo,100e 2nd Gen,R910L5JG,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53635,Laptop,Lenovo,100e 2nd Gen,R910L61M,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53637,Laptop,Lenovo,100e 2nd Gen,R910L5Q1,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53638,Laptop,Lenovo,100e 2nd Gen,R910L5GM,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53641,Laptop,Lenovo,100e 2nd Gen,R910L60G,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53642,Laptop,Lenovo,100e 2nd Gen,R910L74D,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53643,Laptop,Lenovo,100e 2nd Gen,R910L5WF,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53644,Laptop,Lenovo,100e 2nd Gen,R910L5WD,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53645,Laptop,Lenovo,100e 2nd Gen,R910L5JR,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53646,Laptop,Lenovo,100e 2nd Gen,R910L602,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53648,Laptop,Lenovo,100e 2nd Gen,R910L5AJ,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53649,Laptop,Lenovo,100e 2nd Gen,R910L5QX,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53651,Laptop,Lenovo,100e 2nd Gen,R910L5SD,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53652,Laptop,Lenovo,100e 2nd Gen,R910L67E,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53653,Laptop,Lenovo,100e 2nd Gen,R910L604,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53654,Laptop,Lenovo,100e 2nd Gen,R910L62P,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53656,Laptop,Lenovo,100e 2nd Gen,R910L5P3,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53657,Laptop,Lenovo,100e 2nd Gen,R910L5BM,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53658,Laptop,Lenovo,100e 2nd Gen,R910L72C,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53659,Laptop,Lenovo,100e 2nd Gen,R910L5RH,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53660,Laptop,Lenovo,100e 2nd Gen,R910L5HX,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53661,Laptop,Lenovo,100e 2nd Gen,R910L5D5,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53662,Laptop,Lenovo,100e 2nd Gen,R910L5Z5,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53663,Laptop,Lenovo,100e 2nd Gen,R910L615,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53664,Laptop,Lenovo,100e 2nd Gen,R910L5ZA,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53665,Laptop,Lenovo,100e 2nd Gen,R910L72V,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53673,Laptop,Lenovo,100e 2nd Gen,R910L71P,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53674,Laptop,Lenovo,100e 2nd Gen,R910L609,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53675,Laptop,Lenovo,100e 2nd Gen,R910L635,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
Obion County Centeral High School,1 to 1,53677,Laptop,Lenovo,100e 2nd Gen,R910L5X9,95349,"CDW Government, Inc.",207,Learning Technology Grant,1/6/2021,0000-00-00
